index,value
638,9.287864302
639,9.262351752
640,9.22915394
641,9.243997564
642,9.223971837
643,9.215909332
644,9.241382766
645,10.24498795
646,9.97286967
647,10.01546456
648,9.944219738
649,10.03734661
650,9.992831676
651,10.34122695
652,10.29396317
653,10.21228867
654,10.19054276
655,10.43814164
656,10.17461347
657,10.15729807
658,10.89194775
659,11.07780078
660,11.11287772
661,11.15263599
662,11.14863854
663,11.10527362
664,11.05345523
665,10.94110352
666,10.87936576
667,10.86754652
668,10.83852392
669,10.95033229
670,10.93258367
671,10.85018201
672,10.78344406
673,10.72150246
674,11.21520833
675,10.75313291
676,10.9606965
677,10.90657783
678,10.91026556
679,10.9471512
680,10.99337406
681,10.97094349
682,10.92862154
683,10.91271515
684,10.84531628
685,10.96356925
686,11.01732881
687,11.00319693
688,11.0081024
689,10.99023879
690,10.97622933
691,10.8905339
692,10.82093166
693,10.82255666
694,10.84645507
695,10.87392404
696,10.95581423
697,10.99120017
698,11.01222945
699,10.97056764
700,10.92810223
701,10.8726157
702,10.79672244
703,10.79202575
704,10.77520813
705,10.70941984
706,10.75880273
707,10.80811822
708,10.75826377
709,11.24640963
710,11.33186175
711,11.27627532
712,11.41664625
713,11.6656771
714,11.92235253
715,12.02625334
716,12.3818663
717,12.92321953
718,12.87058165
719,12.75359944
720,12.84114423
721,12.70487243
722,12.58824958
723,12.63709552
724,12.64718581
725,11.90527058
726,12.84593237
727,11.58775431
728,11.58946046
729,11.5965816
730,11.73711662
731,11.58162636
732,12.55786012
733,11.73198306
734,12.03268018
735,11.84540998
736,11.97705807
737,12.05063933
738,12.06297423
739,13.06737942
740,13.19795198
741,13.11961963
742,12.79660749
743,12.82047778
744,12.44456275
745,12.29692659
746,12.33151906
747,12.00929754
748,12.11577348
749,10.74841438
750,10.80639526
751,11.26263986
752,11.20822761
753,11.25029599
754,11.20392091
755,11.07174686
756,11.08490294
757,11.15677115
758,11.14709334
759,11.21821976
760,11.18191442
761,11.16388017
762,11.17509181
763,11.24519164
764,11.45253129
765,11.77837894
766,12.32535104
767,12.28051227
768,12.31931174
769,12.38142171
770,12.44370457
771,12.68681716
772,12.92529482
773,12.50065811
774,12.54089405
775,12.53206849
776,12.57913342
777,12.585643
778,12.55633341
779,12.61945827
780,12.5402406
781,12.61326476
782,12.50987077
783,12.53876348
784,12.55607895
785,12.58625669
786,12.48681621
787,12.43225786
788,12.40609625
789,12.420652
790,12.4233834
791,12.42995509
792,12.42803974
793,12.41039165
794,12.4227781
795,12.39205048
796,12.48407594
797,12.37394034
798,12.42352626
799,12.35218912
800,12.44465854
801,12.41399682
802,12.42786894
803,12.44142333
804,12.45742299
805,12.60074688
806,12.10881358
807,12.07406231
808,12.12217598
809,12.35794797
810,12.23925573
811,12.94662979
812,12.78183549
813,12.00394292
814,12.0573072
815,12.02911594
816,12.19352965
817,12.92936921
818,13.05028318
819,12.87088343
820,11.56691632
821,11.58707939
822,11.65246195
823,11.62837347
824,11.67178451
825,11.68864476
826,11.90060803
827,11.89915315
828,11.88620982
829,11.86946329
830,11.75447542
831,11.60075051
832,11.52496928
833,11.49430268
834,11.54130612
835,11.45208306
836,11.41333641
837,11.42535927
838,11.4534583
839,11.37316605
840,11.32903475
841,11.5039191
842,11.41020319
843,11.49702045
844,11.35564444
845,11.28934426
846,11.35866665
847,11.29685506
848,11.29139295
849,11.29853608
850,11.46835875
851,11.5818913
852,11.56198501
853,11.6476219
854,11.72496938
855,11.71251494
856,11.69094852
857,11.71042238
858,11.72678873
859,11.76608249
860,11.81960342
861,11.82667228
862,11.57105785
863,11.52678396
864,11.47420396
865,11.53433316
866,11.4916515
867,11.50606459
868,11.51662833
869,11.5417394
870,11.61142032
871,11.59701096
872,11.57400055
873,11.56466777
874,11.55505496
875,11.55392453
876,11.56290639
877,11.53646462
878,11.57481403
879,11.59952156
880,11.61255447
881,11.61307901
882,10.38568874
883,9.818188423
884,10.23757622
885,10.35847578
886,10.92460313
887,10.50359897
888,10.81730219
889,11.74051644
890,12.41004036
891,11.44202497
892,11.31026763
893,11.32766486
894,11.55197601
895,11.58495409
896,11.57681433
897,11.45433819
898,11.29196657
899,11.457197
900,11.46038605
901,11.56558415
902,11.56577727
903,11.59893733
904,11.69476406
905,11.72179278
906,10.29872724
907,10.26754985
908,10.6390103
909,11.279712
910,11.25256692
911,11.15168122
912,11.12451439
913,11.00334895
914,10.96453864
915,10.82808869
916,10.9238721
917,10.99689461
918,10.9994005
919,10.96505236
920,10.90398742
921,10.86826841
922,10.93381596
923,10.89932506
924,11.09922797
925,10.88601724
926,10.86997623
927,10.7791714
928,10.76187847
929,10.75669693
930,10.64861952
931,10.61474639
932,10.67129659
933,11.08924891
934,12.23529361
935,12.76416716
936,12.56155701
937,12.10048453
938,12.27445164
939,12.5368368
940,12.7447741
941,12.69056818
942,12.66242184
943,12.52920526
944,12.56663021
945,12.50762064
946,12.40000471
947,12.31971972
948,12.29446981
949,12.33534188
950,12.33881373
951,12.26958756
952,12.33334819
953,12.25521304
954,12.34419115
955,12.38103253
956,12.35079945
957,12.2424302
958,12.28635524
959,12.17022181
960,12.19118568
961,12.06348941
962,12.30449541
963,12.6798113
964,12.58651011
965,12.2955613
966,12.25715764
967,12.35796585
968,12.30264688
969,12.34837563
970,12.32817911
971,12.51775631
972,12.30736504
973,12.4913732
974,12.46137678
975,12.46306072
976,12.42633263
977,12.4369512
978,12.36785763
979,12.41116888
980,12.41976712
981,12.41832233
982,12.47506024
983,12.40351242
984,12.28531681
985,12.40328828
986,12.46728311
987,12.42924156
988,12.3562015
989,12.45343871
990,12.32583239
991,12.31115419
992,12.38501936
993,12.33476464
994,12.41977938
995,12.37819016
996,12.46824282
997,12.34412244
998,12.42804711
999,12.42421634
1000,12.6949564
1001,13.19734743
1002,12.53214428
1003,11.65324534
1004,11.0405663
1005,11.58282032
1006,12.15970967
1007,12.04974785
1008,12.05058922
1009,12.33452708
1010,12.47473843
1011,12.6300639
1012,12.70779661
1013,12.68901131
1014,12.58054108
1015,12.26562584
1016,12.25954846
1017,12.35414628
1018,12.30835273
1019,12.34747362
1020,12.20573469
1021,12.46179328
1022,12.64361262
1023,12.57992358
1024,12.55951419
1025,12.65163376
1026,12.67052456
1027,12.62664244
1028,12.56811438
1029,12.51267914
1030,12.50302117
1031,12.3445112
1032,12.28063865
1033,12.23365423
1034,12.20469496
1035,12.46233183
1036,12.47915973
1037,12.47796978
1038,12.267207
1039,12.49581618
1040,12.5893545
1041,12.72659721
1042,12.5630158
1043,12.59423511
1044,12.39013915
1045,12.37926646
1046,12.19872593
1047,12.11632975
1048,12.3366379
1049,12.34732721
1050,12.24232438
1051,12.32691406
1052,12.20341454
1053,12.19515121
1054,12.17254459
1055,12.28124498
1056,12.24362629
1057,12.12914654
1058,12.26827808
1059,12.78925856
1060,12.41493651
1061,12.12278352
1062,12.07727501
1063,12.34688474
1064,12.30850696
1065,12.33879155
1066,12.23967872
1067,12.21422385
1068,12.20934774
1069,12.16550059
1070,12.2078145
1071,12.2326993
1072,12.23015391
1073,12.20095866
1074,12.20561523
1075,12.18798225
1076,12.19962142
1077,12.18075127
1078,12.1662575
1079,12.1495388
1080,12.11618613
1081,12.13537867
1082,12.17439993
1083,12.14001265
1084,12.15068869
1085,12.13348337
1086,12.18331583
1087,12.17127753
1088,12.13163072
1089,12.13542406
1090,12.29390258
1091,12.52354864
1092,12.78276354
1093,12.41305369
1094,12.26465713
1095,12.20513609
1096,12.27911414
1097,12.34452352
1098,12.4407507
1099,12.46747002
1100,12.40896784
1101,12.33154576
1102,12.29975659
1103,12.35548095
1104,12.73161648
1105,12.42471579
1106,12.39610605
1107,11.86202626
1108,12.03456469
1109,12.2057807
1110,12.3103365
1111,12.25535943
1112,12.06587256
1113,12.10012101
1114,12.33642971
1115,12.54356937
1116,12.60285544
1117,12.64680039
1118,12.68604783
1119,12.613182
1120,12.67208495
1121,12.6583509
1122,12.61694086
1123,12.66984634
1124,12.67536949
1125,12.82883394
1126,12.60235149
1127,12.60416383
1128,12.54445905
1129,12.57644103
1130,12.24752918
1131,12.03601108
1132,11.82464853
1133,11.82613074
1134,12.46706532
1135,12.62590471
1136,12.67758231
1137,12.75918811
1138,13.07378202
1139,13.10873626
1140,13.10164482
1141,13.12501351
1142,13.14386796
1143,12.91483381
1144,12.85861555
1145,12.68085472
1146,12.57147903
1147,12.8348917
1148,13.15101344
1149,13.15442597
1150,13.13035986
1151,13.03145049
1152,13.01121515
1153,13.00567878
1154,13.0459795
1155,13.05646637
1156,13.11503264
1157,13.15862677
1158,13.18072215
1159,12.80445465
1160,12.70322056
1161,12.77592224
1162,12.76591558
1163,12.69067255
1164,12.7285743
1165,12.73665331
1166,12.6263764
1167,12.54108773
1168,12.53646833
1169,12.60655885
1170,12.70747239
1171,12.63519529
1172,12.74263151
1173,12.62171829
1174,12.58263557
1175,12.66870706
1176,12.70973378
1177,12.76651953
1178,12.78540719
1179,12.7544862
1180,12.76830049
1181,12.77765629
1182,12.76540747
1183,12.77285283
1184,12.753536
1185,12.72158448
1186,12.75583045
1187,12.75660492
1188,12.72447834
1189,12.77531986
1190,12.8299418
1191,12.86197524
1192,12.84176697
1193,12.85633754
1194,12.82406177
1195,12.86342793
1196,12.86260263
1197,12.83290983
1198,12.80461471
1199,12.80555795
1200,12.84466597
1201,12.76724501
1202,12.44811931
1203,12.48319269
1204,12.54599592
1205,12.54905121
1206,12.73718578
1207,12.71537031
1208,12.91197785
1209,12.87490561
1210,12.72480066
1211,12.74087305
1212,12.77951308
1213,12.76161108
1214,12.51670672
1215,12.56053746
1216,12.67406666
1217,12.68711209
1218,12.88631782
1219,12.71863808
1220,12.71763771
1221,12.74509047
1222,12.87302017
1223,12.867937
1224,12.90355043
1225,12.65056584
1226,11.98543402
1227,11.61426145
1228,11.49552958
1229,11.75024868
1230,11.9030551
1231,11.84166497
1232,11.90088515
1233,11.90849417
1234,11.51514525
1235,11.39680897
1236,11.33560117
1237,11.33548699
1238,11.28232537
1239,11.28585761
1240,11.28479957
1241,11.52141563
1242,11.55028521
1243,11.57545702
1244,11.4688456
1245,11.58117785
1246,11.28224727
1247,10.93121102
1248,11.1883617
1249,11.38669565
1250,11.42343193
1251,11.60227607
1252,11.46976643
1253,11.43808057
1254,11.28969231
1255,11.33263402
1256,11.2366242
1257,11.27524303
1258,11.28769039
1259,11.33091257
1260,11.28974737
1261,11.34612179
1262,11.3482072
1263,11.3612306
1264,11.34316299
1265,11.32571621
1266,11.33796316
1267,11.3729239
1268,11.34542272
1269,11.41715355
1270,11.454363
1271,11.46247212
1272,11.44484316
1273,11.56926722
1274,11.46939229
1275,11.47822249
1276,11.52217471
1277,11.57512177
1278,11.43169464
1279,11.43619203
1280,11.51763677
1281,11.59598322
1282,11.59464568
1283,11.61796873
1284,11.7427113
1285,11.64201036
1286,11.6584842
1287,11.62536192
1288,11.63062613
1289,11.6648017
1290,11.67169503
1291,11.6689644
1292,11.65181227
1293,11.6551336
1294,11.65250363
1295,11.6632726
1296,11.60814748
1297,11.48951483
1298,11.49157463
1299,11.53028219
1300,11.55057259
1301,11.66987856
1302,11.64101626
1303,11.64619281
1304,11.6813927
1305,11.62484026
1306,11.29095638
1307,11.3035032
1308,11.47126649
1309,11.4615843
1310,11.49138318
1311,11.45675352
1312,11.4389943
1313,11.45789127
1314,11.45713191
1315,11.46464059
1316,11.4536522
1317,11.43572366
1318,11.48949154
1319,11.44679175
1320,11.4552233
1321,11.44869536
1322,11.43985606
1323,11.43956954
1324,11.43367543
1325,11.43268876
1326,11.45448555
1327,11.43122965
1328,11.41744916
1329,11.43841283
1330,11.43038783
1331,11.4440843
1332,11.44372834
1333,11.41829895
1334,11.44739817
1335,11.42485718
1336,11.43937431
1337,11.44705234
1338,11.41057603
1339,11.41679988
1340,11.40962968
1341,11.39205468
1342,11.40607947
1343,11.38616769
1344,11.41461025
1345,11.40222963
1346,11.34080573
1347,10.95907073
1348,10.76502955
1349,10.61237027
1350,10.55957216
1351,10.54526588
1352,10.35790884
1353,10.29843094
1354,10.26786926
1355,10.30917772
1356,10.2511655
1357,10.20403001
1358,10.21627541
1359,10.19041825
1360,10.21997496
1361,10.13367588
1362,10.17721804
1363,10.1945548
1364,10.29096743
1365,10.29567259
1366,10.26337381
1367,10.25756354
1368,10.24977612
1369,10.25680262
1370,10.23527952
1371,10.21972481
1372,10.31029345
1373,10.27963718
1374,10.29800228
1375,10.32895963
1376,10.33348518
1377,10.32302038
1378,10.30807748
1379,10.2549512
1380,10.14868032
1381,10.21227795
1382,10.21063613
1383,10.15496809
1384,10.19348605
1385,10.28723337
1386,10.31408765
1387,10.31476047
1388,10.32660741
1389,10.38166721
1390,10.31969626
1391,10.37237548
1392,10.41123569
1393,10.3196914
1394,10.24941735
1395,10.25676829
1396,10.35602473
1397,10.36533194
1398,10.37920003
1399,10.41828528
1400,10.45033954
1401,10.37629916
1402,10.4761652
1403,10.47306532
1404,10.46870243
1405,10.41970899
1406,10.51183733
1407,10.47852595
1408,10.51277394
1409,10.40278624
1410,10.40273646
1411,10.59040302
1412,10.59823797
1413,10.54516924
1414,10.54308878
1415,10.5621455
1416,10.57823872
1417,10.56856301
1418,10.53144206
1419,10.54732668
1420,10.44583782
1421,10.4182074
1422,10.33325935
1423,10.36180144
1424,10.28471602
1425,10.37192513
1426,10.44560631
1427,10.42761977
1428,10.50067262
1429,10.63440665
1430,10.53415563
1431,10.54959604
1432,10.53853354
1433,10.56391187
1434,10.55269262
1435,10.50698863
1436,10.5734167
1437,10.55432283
1438,10.54277978
1439,10.5730661
1440,10.60693354
1441,10.55586617
1442,10.56910196
1443,10.82522601
1444,10.82639143
1445,10.86592058
1446,10.66741747
1447,10.69706015
1448,10.7379078
1449,10.86108171
1450,10.867325
1451,10.88409281
1452,10.92145252
1453,10.94391901
1454,10.89552915
1455,10.91210864
1456,10.93617774
1457,10.88912843
1458,10.9904835
1459,10.96821977
1460,10.99631111
1461,10.94265918
1462,10.94490936
1463,10.92728061
1464,10.94027261
1465,10.94839298
1466,10.95599612
1467,10.93589584
1468,10.90122418
1469,10.89759334
1470,10.86923412
1471,10.84188338
1472,10.81171586
1473,10.8372676
1474,10.85009703
1475,10.82524389
1476,10.84170603
1477,10.85997401
1478,10.87051127
1479,10.88383055
1480,10.89942163
1481,10.89096275
1482,10.92695751
1483,10.90417528
1484,10.89456788
1485,10.95219376
1486,10.90556106
1487,10.90766036
1488,10.9164783
1489,10.85908536
1490,10.70243933
1491,10.59954715
1492,10.63313419
1493,10.70647012
1494,10.74705724
1495,10.72035575
1496,10.66933902
1497,10.69391196
1498,10.68708659
1499,10.65803551
1500,10.81545619
1501,10.86604011
1502,10.94882289
1503,10.95144284
1504,10.94097553
1505,10.9154987
1506,10.93611813
1507,10.91035907
1508,10.97477537
1509,10.9264362
1510,10.91172301
1511,10.92904309
1512,10.94380744
1513,10.940105
1514,11.01582072
1515,10.93015642
1516,10.91427968
1517,10.91326131
1518,10.91611768
1519,10.88929836
1520,10.90662221
1521,10.89347994
1522,10.9167719
1523,10.90634306
1524,10.92914217
1525,10.91509822
1526,10.92097993
1527,10.9228286
1528,10.92220135
1529,10.89525905
1530,10.912658
1531,10.92116439
1532,10.80086437
1533,10.63694827
1534,10.71087555
1535,10.70701417
1536,10.62497236
1537,10.64599675
1538,10.77234682
1539,10.77973106
1540,10.80628601
1541,10.85192441
1542,10.83615313
1543,10.82179449
1544,10.86379938
1545,10.88976854
1546,10.88290007
1547,10.89185334
1548,10.907302
1549,10.84393889
1550,10.75279371
1551,10.6592121
1552,10.67891213
1553,10.62974384
1554,10.57622974
1555,10.56150229
1556,10.61629696
1557,10.70228546
1558,10.71721683
1559,10.72671568
1560,10.86336008
1561,10.86489553
1562,10.81597616
1563,10.81274729
1564,10.76383898
1565,10.7217057
1566,10.77694335
1567,10.87871682
1568,10.86495662
1569,10.89347318
1570,10.86529441
1571,10.84529103
1572,10.84229866
1573,10.84319362
1574,10.9555687
1575,10.92064945
1576,10.93070443
1577,10.93679138
1578,10.94164265
1579,10.93709501
1580,10.96459202
1581,10.91962616
1582,10.94842941
1583,10.94268059
1584,10.94119328
1585,10.96251453
1586,10.9489281
1587,10.93301561
1588,10.97562946
1589,11.00744
1590,10.98164253
1591,10.97627536
1592,10.99375364
1593,11.00265884
1594,10.99936339
1595,10.99327143
1596,10.9894898
1597,11.02657813
1598,11.03232303
1599,11.00556694
1600,11.01403665
1601,11.0160685
1602,11.03195344
1603,11.04046157
1604,11.02418863
1605,10.99848538
1606,10.92339865
1607,10.97782059
1608,10.98903312
1609,10.94630815
1610,10.9547542
1611,10.9483806
1612,10.91611202
1613,10.76039378
1614,10.76769529
1615,10.64468387
1616,10.61708386
1617,10.65677962
1618,10.60144623
1619,10.56449905
1620,10.56456802
1621,10.57024404
1622,10.57266332
1623,10.491905
1624,10.53292981
1625,10.57365252
1626,10.5308115
1627,10.519704
1628,10.54856357
1629,10.4986762
1630,10.47950743
1631,10.4570695
1632,10.49687166
1633,10.56771643
1634,10.79847525
1635,10.91070144
1636,10.63069194
1637,10.43885476
1638,10.40995334
1639,10.38999383
1640,10.43236091
1641,10.43391035
1642,10.42517925
1643,10.47253733
1644,10.4093675
1645,10.29996668
1646,10.3747391
1647,10.30427872
1648,10.32047531
1649,10.23440151
1650,10.23454776
1651,10.24140171
1652,10.28578464
1653,10.27650728
1654,10.31473408
1655,10.26336611
1656,10.24387314
1657,10.2292592
1658,10.15882093
1659,10.21099061
1660,10.16802494
1661,10.23979552
1662,10.26925206
1663,10.19368346
1664,10.23910031
1665,10.34936334
1666,10.33424418
1667,10.36518075
